species,LengthU_MEAN,WingU_MEAN,WingM_MEAN,WingF_MEAN,TailU_MEAN,TailM_MEAN,TailF_MEAN,BillU_MEAN,BillM_MEAN,BillF_MEAN,TarsusU_MEAN,TarsusM_MEAN,TarsusF_MEAN,WeightU_MEAN,WeightM_MEAN,WeightF_MEAN,Sexual dimorphism,Clutch_MIN,Clutch_MAX,Clutch_MEAN,Broods per year,EggL_MEAN,EggW_MEAN,Egg_MASS,Young,Association during nesting,Nest type,Nest building,Mating system,Incubation period,Incubation sex,Hatching,Fledging period,Age of independence,Feeding independence,Age of first breeding,Life span,Association outside the breeding season,Territoriality,Sedentary,Facultative migrant,Short distance migrant,Long distance migrant,Deciduous forest,Coniferous forest,Woodland,Shrub,Savanna,Tundra,Grassland,Mountain meadows,Reed,Swamps,Desert,Freshwater,Marine,Rocks,Human settlements,Folivore_Y,Frugivore_Y,Granivore_Y,Arthropods_Y,Other invertebrates_Y,Fish_Y,Other vertebrates_Y,Carrion_Y,Omnivore_Y,Folivore_B,Frugivore_B,Granivore_B,Arthropods_B,Other invertebrates_B,Fish_B,Other vertebrates_B,Carrion_B,Omnivore_B
spinus spinus,12.0,72.8,73.7,71.9,46.6,47.0,46.2,12.95,13.0,12.9,13.75,13.7,13.8,13.8,14.2,13.4,1.0,3.0,6.0,4.0,2.0,16.4,12.2,1.29,0,3,5,2,0,13.0,2,3,14.0,27.0,26.5,1.0,14.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lanius collurio,17.0,93.05,93.4,92.7,74.3,75.5,73.1,18.35,18.5,18.2,23.8,24.0,23.6,31.2,28.9,33.5,1.0,3.0,9.0,5.0,1.0,22.3,16.7,3.15,0,3,5,1,0,14.0,2,1,15.0,37.0,31.5,1.0,10.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
locustella naevia,12.5,64.1,64.6,63.6,53.3,55.0,51.6,14.3,14.4,14.2,20.25,20.4,20.1,12.9,12.9,12.9,0.0,3.0,7.0,5.5,2.0,17.8,13.6,1.73,0,3,3,1,0,13.0,1,3,11.0,28.0,28.0,1.0,6.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
anthus pratensis,14.5,79.25,81.4,77.1,56.35,58.0,54.7,14.45,14.7,14.2,21.15,21.4,20.9,18.5,18.0,19.0,0.0,2.0,6.0,4.0,2.0,19.5,14.4,2.06,0,3,3,2,0,13.0,2,1,15.0,31.0,28.5,1.0,9.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
anthus trivialis,15.0,87.3,88.7,85.9,58.05,59.3,56.8,15.1,15.3,14.9,21.15,21.1,21.2,22.15,21.9,22.4,0.0,2.0,8.0,4.0,1.5,20.3,15.4,2.44,0,3,3,2,0,13.0,2,1,13.0,24.0,22.0,1.0,9.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
motacilla alba,18.0,89.9,91.8,88.0,83.3,85.0,81.6,15.95,16.1,15.8,23.5,23.8,23.2,20.5,20.6,20.4,1.0,3.0,8.0,5.5,2.0,20.4,15.2,2.33,0,3,4,1,0,13.0,1,3,14.0,29.0,24.5,1.0,14.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
motacilla flava,17.0,80.5,82.3,78.7,67.9,69.4,66.4,16.05,16.2,15.9,23.8,24.0,23.6,16.5,17.0,16.0,1.0,3.0,8.0,5.0,1.0,18.9,14.1,1.85,0,3,3,2,0,12.0,1,3,16.0,29.0,29.0,1.0,9.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
erithacus rubecula,14.0,72.05,73.2,70.9,56.05,56.9,55.2,14.5,14.5,14.5,25.7,25.8,25.6,17.55,16.6,18.5,0.0,2.0,8.0,5.0,2.0,19.6,15.0,2.4,0,3,4,2,0,14.0,2,3,13.0,33.0,33.0,1.0,19.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ficedula hypoleuca,13.0,78.85,79.8,77.9,53.25,53.4,53.1,11.8,11.8,11.8,17.0,17.0,17.0,13.2,12.4,14.0,1.0,5.0,8.0,6.5,1.0,17.4,13.4,1.7,0,3,4,2,1,14.0,2,3,16.0,25.0,24.0,2.0,11.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ficedula parva,11.5,67.55,68.7,66.4,50.95,51.8,50.1,12.1,12.1,12.1,16.8,16.6,17.0,9.9,9.9,9.9,1.0,4.0,7.0,5.5,1.0,16.6,12.9,1.45,0,3,4,2,0,13.0,2,3,13.0,21.0,21.0,1.0,12.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
luscinia megarhynchos,16.5,83.5,84.5,82.5,65.75,66.7,64.8,17.1,17.4,16.8,26.9,27.1,26.7,20.15,20.9,19.4,0.0,2.0,6.0,4.5,1.5,20.9,15.5,2.65,0,3,3,2,0,13.0,2,1,11.0,29.0,29.0,1.0,11.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
muscicapa striata,14.5,85.9,85.8,86.0,60.85,60.8,60.9,15.45,15.4,15.5,14.65,14.6,14.7,16.3,16.3,16.3,0.0,2.0,7.0,5.0,1.5,18.7,14.0,1.9,0,3,5,1,0,13.0,2,3,13.0,34.0,34.0,1.0,11.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oenanthe oenanthe,15.0,96.4,98.1,94.7,53.0,54.5,51.5,17.3,17.5,17.1,26.95,27.2,26.7,22.95,23.6,22.3,1.0,2.0,9.0,5.5,1.5,21.0,15.8,2.83,0,3,4,2,0,13.0,2,3,15.0,30.0,27.5,1.0,10.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
phoenicurus ochruros,14.5,86.5,87.6,85.4,59.6,60.8,58.4,15.05,15.2,14.9,23.35,23.4,23.3,16.0,15.8,16.2,1.0,2.0,8.0,5.0,2.0,19.4,14.4,2.16,0,3,4,2,0,15.0,2,3,16.0,27.0,27.0,1.0,10.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
phoenicurus phoenicurus,14.0,79.55,80.8,78.3,54.75,55.6,53.9,14.6,14.7,14.5,21.9,21.8,22.0,15.7,16.0,15.4,1.0,3.0,10.0,6.0,2.0,18.7,13.8,1.9,0,3,4,2,0,13.0,2,3,15.0,29.0,28.0,1.0,10.0,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
saxicola rubetra,12.5,76.45,77.1,75.8,44.0,44.9,43.1,14.8,14.8,14.8,22.3,22.2,22.4,16.6,16.5,16.7,1.0,2.0,7.0,5.5,1.0,18.9,14.3,2.06,0,3,3,2,0,13.0,2,3,18.0,29.0,29.0,1.0,7.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
saxicola torquatus,12.5,66.1,66.6,65.6,45.45,45.9,45.0,15.25,15.2,15.3,22.95,22.9,23.0,14.5,14.2,14.8,1.0,2.0,7.0,5.0,2.5,17.9,14.1,1.87,0,3,3,2,0,14.0,2,3,14.0,29.0,25.5,1.0,9.0,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
oriolus oriolus,24.0,152.55,153.9,151.2,84.1,84.1,84.1,27.8,27.8,27.8,23.15,23.0,23.3,69.75,68.5,71.0,1.0,2.0,6.0,3.5,1.0,30.4,21.3,7.3,0,3,5,2,0,17.0,1,3,18.0,29.0,29.0,2.0,11.0,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cyanistes caeruleus,11.5,66.25,67.5,65.0,50.55,51.5,49.6,9.05,9.1,9.0,17.2,17.6,16.8,11.5,11.5,11.5,0.0,6.0,16.0,11.0,1.0,15.6,11.9,1.14,0,3,4,2,0,14.0,2,1,19.0,32.0,32.0,1.0,12.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
lophophanes cristatus,11.5,63.65,65.1,62.2,50.0,50.6,49.4,11.2,11.2,11.2,18.6,18.8,18.4,11.35,11.5,11.2,0.0,6.0,7.0,6.5,1.0,16.3,12.6,1.31,0,3,4,2,0,15.0,2,1,20.0,43.0,43.0,1.0,12.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
parus major,14.0,75.5,77.0,74.0,60.55,62.7,58.4,12.5,12.6,12.4,20.3,20.8,19.8,18.25,18.9,17.6,0.0,3.0,18.0,10.0,1.5,17.8,13.6,1.7,0,3,4,2,0,14.0,2,1,19.0,30.0,28.0,1.0,15.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
periparus ater,11.5,61.65,62.8,60.5,44.9,45.7,44.1,10.85,10.9,10.8,17.25,17.4,17.1,9.8,9.8,9.8,0.0,5.0,13.0,8.5,1.5,15.3,11.7,1.04,0,3,4,2,0,15.0,2,1,19.0,32.0,32.0,1.0,10.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
poecile montanus,11.5,62.25,63.3,61.2,53.25,54.2,52.3,10.85,11.0,10.7,16.65,17.0,16.3,11.65,12.1,11.2,0.0,4.0,11.0,7.5,1.0,15.7,12.3,1.21,0,3,4,1,0,14.0,2,1,19.0,34.0,32.5,1.0,11.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
poecile palustris,11.5,63.95,65.6,62.3,52.3,53.6,51.0,10.2,10.2,10.2,16.5,16.7,16.3,10.5,11.0,10.0,0.0,3.0,12.0,8.5,1.0,15.9,12.2,1.22,0,3,4,2,0,14.0,2,1,19.0,30.0,28.0,1.0,12.0,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
passer domesticus,14.5,78.1,79.6,76.6,55.6,56.3,54.9,15.55,15.5,15.6,19.75,19.9,19.6,29.25,29.5,29.0,1.0,2.0,7.0,4.5,3.0,22.2,15.7,2.89,0,1,4,1,0,13.0,1,3,14.0,26.0,23.5,1.0,20.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
passer montanus,14.0,69.95,71.3,68.6,51.75,52.5,51.0,13.2,13.3,13.1,17.95,18.0,17.9,22.8,22.8,22.8,0.0,1.0,8.0,5.0,2.5,18.9,14.0,2.11,0,1,4,1,0,13.0,1,3,18.0,30.0,28.5,1.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
phylloscopus bonelli,11.5,62.6,64.5,60.7,47.3,49.0,45.6,12.55,12.7,12.4,18.5,18.8,18.2,8.15,8.1,8.2,0.0,4.0,7.0,5.5,1.0,15.8,12.1,1.2,0,3,3,2,0,13.0,2,3,13.0,28.0,28.0,1.0,7.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phylloscopus collybita,10.5,59.65,61.9,57.4,48.1,49.8,46.4,11.15,11.2,11.1,18.85,19.1,18.6,7.7,8.2,7.2,0.0,3.0,9.0,5.5,2.0,15.2,12.1,1.21,0,3,3,2,1,14.0,2,1,15.0,30.0,30.0,1.0,8.0,4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phylloscopus sibilatrix,12.0,75.2,77.1,73.3,49.4,50.8,48.0,12.9,12.8,13.0,17.95,17.8,18.1,9.95,9.8,10.1,0.0,2.0,10.0,6.0,1.0,16.2,12.6,1.46,0,3,3,2,0,13.0,2,3,12.0,28.0,28.0,1.0,10.0,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
phylloscopus trochilus,11.0,65.65,68.2,63.1,50.85,52.7,49.0,11.8,11.9,11.7,19.15,19.5,18.8,9.1,9.3,8.9,0.0,3.0,9.0,6.0,1.0,15.4,12.3,1.2,0,3,3,2,1,13.0,2,1,13.0,27.0,25.5,1.0,11.0,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
prunella modularis,14.5,69.8,70.9,68.7,57.3,58.0,56.6,14.6,14.7,14.5,21.0,21.1,20.9,21.25,21.4,21.1,0.0,3.0,7.0,5.0,2.0,19.5,14.6,2.21,0,3,5,2,2,13.0,2,3,12.0,28.0,28.0,1.0,21.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
regulus ignicapilla,9.0,52.35,53.5,51.2,39.75,40.2,39.3,11.0,11.2,10.8,16.8,16.9,16.7,5.15,5.0,5.3,0.0,7.0,12.0,8.8,2.0,13.6,10.6,0.69,0,3,1,2,0,15.0,2,1,23.0,40.0,37.5,1.0,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
regulus regulus,9.0,53.35,54.4,52.3,40.6,41.3,39.9,10.45,10.3,10.6,16.6,16.8,16.4,5.4,5.5,5.3,0.0,6.0,13.0,10.0,2.0,13.6,10.4,0.78,0,3,1,1,0,16.0,2,1,19.0,34.0,34.0,1.0,5.0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
sitta europaea,14.0,84.05,85.1,83.0,43.2,43.7,42.7,20.2,20.3,20.1,19.9,20.0,19.8,23.05,23.3,22.8,0.0,5.0,12.0,7.0,1.0,19.4,14.6,2.16,0,3,4,2,0,15.0,2,3,24.0,33.0,33.0,1.0,13.0,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
sturnus vulgaris,21.5,130.0,131.6,128.4,62.95,64.1,61.8,28.85,29.3,28.4,30.1,30.5,29.7,80.55,82.7,78.4,1.0,4.0,7.0,5.0,1.5,29.7,21.2,7.0,0,1,4,3,1,12.0,2,1,21.0,29.0,29.0,2.0,23.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
sylvia atricapilla,13.0,74.25,74.4,74.1,58.85,58.9,58.8,14.45,14.3,14.6,20.7,20.6,20.8,18.6,18.0,19.2,1.0,2.0,7.0,5.0,1.0,19.7,14.7,2.19,0,3,5,1,0,13.0,1,3,11.0,28.0,28.0,1.0,14.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sylvia borin,14.0,78.85,79.3,78.4,54.5,54.2,54.8,14.5,14.6,14.4,20.45,20.6,20.3,18.7,18.2,19.2,0.0,2.0,6.0,4.5,1.0,20.0,14.7,2.38,0,3,5,1,0,12.0,1,1,10.0,22.0,22.0,1.0,14.0,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sylvia communis,14.0,72.35,73.4,71.3,60.85,61.4,60.3,14.0,14.0,14.0,21.6,21.9,21.3,14.75,14.4,15.1,1.0,1.0,7.0,4.5,1.0,18.2,13.8,1.78,0,3,5,1,0,11.0,1,3,11.0,29.0,29.0,1.0,9.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sylvia curruca,13.0,66.1,66.6,65.6,53.95,54.3,53.6,13.2,13.2,13.2,19.75,19.9,19.6,12.4,12.4,12.4,0.0,2.0,7.0,5.0,1.0,16.8,12.7,1.4,0,3,5,1,0,12.0,1,3,11.0,26.0,26.0,1.0,8.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
troglodytes troglodytes,9.5,47.75,49.3,46.2,30.95,31.5,30.4,13.65,14.0,13.3,17.5,17.9,17.1,8.9,10.0,7.8,0.0,3.0,9.0,6.5,2.0,16.4,12.6,1.32,0,3,4,3,1,16.0,2,1,17.0,31.0,31.0,1.0,7.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
turdus iliacus,21.0,115.2,116.1,114.3,80.85,81.8,79.9,14.45,14.6,14.3,29.0,29.3,28.7,62.85,63.3,62.4,0.0,3.0,7.0,5.0,2.0,25.9,19.5,14.9,0,3,3,2,0,13.0,2,3,10.0,24.0,21.0,1.0,17.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
turdus merula,24.5,126.5,129.0,124.0,107.4,108.8,106.0,17.2,17.3,17.1,33.7,34.2,33.2,97.0,95.5,98.5,1.0,2.0,6.0,4.0,2.5,29.3,21.4,7.2,0,3,5,2,0,13.0,2,1,14.0,34.0,34.0,1.0,22.0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
turdus philomelos,23.0,114.9,115.7,114.1,84.35,85.2,83.5,14.25,14.0,14.5,32.2,32.1,32.3,76.0,76.0,76.0,0.0,2.0,6.0,4.0,2.5,27.7,20.6,6.2,0,3,5,2,0,13.0,2,3,13.0,29.0,31.5,1.0,18.0,4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
turdus pilaris,25.5,144.7,146.8,142.6,106.4,108.4,104.4,15.6,15.7,15.5,33.6,33.6,33.6,105.05,106.7,103.4,0.0,3.0,7.0,5.5,1.5,28.8,21.0,6.3,0,2,5,2,0,12.0,2,1,13.0,30.0,30.0,1.0,18.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
turdus viscivorus,27.0,152.25,153.9,150.6,112.45,113.8,111.1,15.7,15.9,15.5,33.05,33.4,32.7,117.7,112.2,123.2,0.0,3.0,6.0,4.0,2.0,30.2,22.3,7.8,0,3,5,2,0,14.0,2,3,14.0,28.0,28.0,1.0,21.0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
